,NI: Not indicated,,,Forage resources (description of level of resources provided where indicated),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnaceae,Phylica ericoides,Yes,Perennial shrub,Yes (Medium),Yes (Medium),Flowering all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnaceae,Phylica pubescens,Yes,Perennial shrub,Yes (Medium),Yes (Medium),Flowering all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnaceae,Phylica purpurea,Yes,Perennial shrub,Yes (Medium),Yes (Medium),Flowering all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnaceae,Gouania longispicata,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering after the rains ,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnaceae,Lasiodiscus mannii,Yes,Perennial tree ,NI,Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizophoraceae,Bruguiera gymnorrhiza,Yes,Perennial tree,poor pollen (uncertain),Yes (Abundant),Flowering from January to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rubus rosifollus,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from September to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rubus steudneri,Yes,Perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Hagenia abyssinica,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering after the big rains from October to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus africana,Yes,Perennial tree,Yes (Medium),Yes (Medium),Flowering in October to April ,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus cerasifera,Yes,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from July to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus laurocerasus,Yes,Perennial tree,Yes (Medium),Yes (Medium),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus serotina,No,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from August to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus serrulata,No,Perennial tree,Yes (Abundant),Yes (Abundant),Flowering from August to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Prunus  X yedoensis,No,Perennial tree,no pollen,Yes (Abundant),Flowering from July to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Amelanchier canadensis,No,Perennial large shrub or small tree,Yes (Medium),Yes (Medium),Flowering in September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Chaenomeles japonica,No,Woody perennial shrub,Yes (Abundant),Yes (Poor),Flowering from June to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,speciosa japonica,No,Woody perennial shrub,Yes (Abundant),Yes (Poor),Flowering from June to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster conspicuus ,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster franchetii,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster frigidus,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster horizontalis,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster lacteus,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster microphyllus,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster pannosus,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cotoneaster salicifolius,No,Deciduous and evergreen perennial shrubs ,Yes (Medium),Yes (Abundant),Flowering from August to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus crus-galli,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus laevigata,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus lavallei,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus monogyna,Yes,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus phaenopyrum,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus X prunifolia,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus punctata,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from September to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Crataegus pubescens,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Medium),Flowering from September to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Photinia glabra,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from July to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Photinia serratifolia,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from July to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Photinia villosa,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Abundant),Flowering from July to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rubus rigidus,Yes,Perennial large shrubs to small trees ,Yes (Medium),Yes (Medium),Flowering from September to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rubus rosifolius,No,Perennial large shrubs to small trees ,Yes (Abundant),Yes (Medium),Flowering from May to July,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cliffortia ilicifolia,Yes,Perennial large shrubs to small trees ,Yes (Abundant),No (do not provide nectar),Flowering from septmber to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cliffortia odorata,Yes,Perennial large shrubs to small trees ,Yes (Abundant),No (do not provide nectar),Flowering from septmber to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Raphiolepis x delacourii,No,Evergreen perennial shrub,Yes (Medium),Yes (Medium),Flowering from April to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Eriobotrya japonica,No,Perennial tree ,Yes (Abundant),Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rosa abyssinica,Yes,Perennial shrub or small trees,Yes (Abundant),No honey,Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Rosa X richardii,No,Perennial herb,Yes (Abundant),No honey,Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosaceae,Cliffortia ruscifolia,Yes,Perennial shrub,Yes (Abundant),No (do not provide nectar),February-April near Wellington,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Clausena anisata,Yes,Perennial tree or shrub,Yes (Abundant),Yes (Abundant),Flowering from November to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Calodendrum capense,Yes,Small to tall evergreen garden perennial tree,Yes (Abundant),Yes (Medium),Flowering from July to March,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Zanthoxylum davyi ,Yes,Small to large dioecious tree ,Yes (Abundant),Yes (Medium),Flowering from October to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Zanthoxylum zanthoxyloides,Yes,Perennial tree,Uncertain source,Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Murraya paniculata = M. montanum,Yes,Perennial shrub or small tree ,Yes (Medium),Yes (Abundant),Flowering from July to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Acmadenia obtusata,Yes,Perennial shrub,Uncertain source,Yes (Abundant),Flowering from April to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma cerefolium,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma ciliaris,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma collina,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma glabrata,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma gonaquensis,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma mucronulata,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma ovata,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma peglerae,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma scaberula,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Agathosma serpyllacea,Yes,Perennial evergreen shrub or small tree,Uncertain source,Yes (Abundant),Flowering throughout the year,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Teclea nobilis,Yes,Perennial tree,Yes (Abundant),Yes (abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutaceae,Zanthoxylum chevalieri,Yes,Perennial tree,Yes (Abundant),Yes (abundant),NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Dovyalis zeyheri,Yes,Perennial shrub or small tree ,Yes (Abundant),Yes (Medium),Flowering from August to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salicaceae,Populus deltoides,No,Large perennial tree,Yes (Abundant),No (do not provide nectar),Flowering from August to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Dodonaea anugustifolia,Yes,Small perennial tree,Yes (Abundant),Yes (Abundant),Flowering after the big rains from September to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Aesculus hippocastanum,No,Perennial tree,Yes (Medium),Yes (Medium),Flowering from September to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Hippobromus pauciflorus,No,Shrub or small perennial tree ,Uncertain source,Yes (Abundant),Flowering from July to January,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Pappea capensis,Yes,Small to medium size perennial tree,Yes (Abundant),Yes (Medium),Flowering from August to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Allophylus africanus,Yes,Large woodly perrenial shrub,Yes (Medium),Yes (Abundant),Flowering from November to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Allophylus decipiens,Yes,Large woodly perrenial shrub,Uncertain source,Yes (Abundant),Flowering from November to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Allophylus natalensis,Yes,Large woodly perrenial shrub,Uncertain source,Yes (Abundant),Flowering from November to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Dodonaea viscosa,Yes,Hardy perennial shrub or small tree,Yes (Abundant),Yes (Abundant),Flowering from June to July,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Paullinia pinnata,Yes,Perennial climbing plant,Uncertain source,Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Lecaniodiscus cupanioides,Yes,Perennial tree,Uncertain source,Yes (Abundant),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Allophylus abyssinicus,Yes,Perennial tree,Yes (Abundant),No (do not provide nectar),Flowering from October to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Acer buergerianum,No,Perennial tree,Yes (Medium),Yes (Medium),Flowering from September to October,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Acer negundo,No,Perennial tree,Yes (Abundant),Yes (Medium),Flowering from August to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindaceae,Haplocoelum foliolosum,Yes,Perennial tree,Yes (Medium),Yes (Medium),NI,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapotaceae,Pouteria altissima,Yes,Perennial tree,NI,Yes (Abundant),Flowering from August to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapotaceae,Mimusops zeyheri,Yes,Perennial tree,Yes (Poor),Yes (Abundant),Flowering from October to May,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapotaceae,Pouteria adolfi-friederici,Yes,Perennial tree,Uncertain source,Yes (Abundant),Flowering from May to June,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Celsia scrophulariaefolia,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Bellardia trixago,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering from September to February,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Hebenstretia dentata,Yes,Annual herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Verbascum sinaiticum,Yes,Biennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Hebenstretia angolensis,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Halleria lucida,Yes,Perennial small ,Yes (Medium),Yes (Medium),Flowering almost all year round,Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja asiatica,Yes,Woody perennial shrub,Yes (Medium),Yes (Abundant),Flowering from July to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja auriculata,Yes,Woody perennial shrub,Yes (Medium),Yes (Medium),Flowering from April to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja globosa,No,"Semi-deciduous, hardy perennial shrub",Yes (Poor),Yes (Medium),Flowering from October to December,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja madagascariensis,Yes,Woody perennial shrub,Yes (Medium),Yes (Medium),Flowering from May to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja salviifolia,Yes,Woody perennial shrub,Yes (Abundant),Yes (Abundant),Flowering from June to November,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Freylinia lanceolata,Yes,Large perennial shrub,Uncertain source,Yes (Medium),Flowering almost all year round,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Selago canescens,Yes,Perennial much-branched shrub ,Yes (Poor),Yes (Medium),Flowering from July to September,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Selago corymbosa,Yes,Perennial much-branched shrub ,Yes (Medium),Yes (Poor),Flowering from February to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Selago geniculata,Yes,Perennial subshrub,Yes (Poor),Yes (Abundant),Flowering from March to April,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Verbascum thapsus,No,Biennial herb,Yes (Abundant),Yes (Abundant),Flowering from November to March,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Buddleja saligna,Yes,Perennial evergreen tree,Yes (Medium),Yes (Abundant),Flowering from August to March ,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scrophulariaceae,Limosella longiflora,Yes,Perennial herb,Yes (Abundant),Yes (Abundant),Flowering from November to March,NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
